state,constituency,state_key,constituency_key,variable,value,unit,source_name,source_url_or_document,source_year,geography_level,method,confidence,notes,entered_by,last_updated
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,literacy_rate,,percent,,,,,,,,,
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,sc_pct,,percent,,,,,,,,,
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,st_pct,,percent,,,,,,,,,
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,religion_hindu_pct,,percent,,,,,,,,,
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,religion_muslim_pct,,percent,,,,,,,,,
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,population_density,,persons_per_sq_km,,,,,,,,,
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,sex_ratio,,females_per_1000_males,,,,,,,,,
Uttar Pradesh,Rae Bareli,UTTAR PRADESH,RAE BARELI,urban_pct,,percent,,,,,,,,,
Uttar Pradesh,Rae Bareli,UTTAR PRADESH,RAE BARELI,literacy_rate,,percent,,,,,,,,,
Uttar Pradesh,Rae Bareli,UTTAR PRADESH,RAE BARELI,sc_pct,,percent,,,,,,,,,
Uttar Pradesh,Rae Bareli,UTTAR PRADESH,RAE BARELI,st_pct,,percent,,,,,,,,,
Uttar Pradesh,Rae Bareli,UTTAR PRADESH,RAE BARELI,religion_hindu_pct,,percent,,,,,,,,,
Uttar Pradesh,Rae Bareli,UTTAR PRADESH,RAE BARELI,religion_muslim_pct,,percent,,,,,,,,,
Uttar Pradesh,Rae Bareli,UTTAR PRADESH,RAE BARELI,population_density,,persons_per_sq_km,,,,,,,,,
Uttar Pradesh,Rae Bareli,UTTAR PRADESH,RAE BARELI,sex_ratio,,females_per_1000_males,,,,,,,,,
Uttar Pradesh,Varanasi,UTTAR PRADESH,VARANASI,urban_pct,,percent,,,,,,,,,
Uttar Pradesh,Varanasi,UTTAR PRADESH,VARANASI,literacy_rate,,percent,,,,,,,,,
Uttar Pradesh,Varanasi,UTTAR PRADESH,VARANASI,sc_pct,,percent,,,,,,,,,
Uttar Pradesh,Varanasi,UTTAR PRADESH,VARANASI,st_pct,,percent,,,,,,,,,
Uttar Pradesh,Varanasi,UTTAR PRADESH,VARANASI,religion_hindu_pct,,percent,,,,,,,,,
Uttar Pradesh,Varanasi,UTTAR PRADESH,VARANASI,religion_muslim_pct,,percent,,,,,,,,,
Uttar Pradesh,Varanasi,UTTAR PRADESH,VARANASI,population_density,,persons_per_sq_km,,,,,,,,,
Uttar Pradesh,Varanasi,UTTAR PRADESH,VARANASI,sex_ratio,,females_per_1000_males,,,,,,,,,
Maharashtra,Hatkanangale,MAHARASHTRA,HATKANANGALE,urban_pct,,percent,,,,,,,,,
Maharashtra,Hatkanangale,MAHARASHTRA,HATKANANGALE,literacy_rate,,percent,,,,,,,,,
Maharashtra,Hatkanangale,MAHARASHTRA,HATKANANGALE,sc_pct,,percent,,,,,,,,,
Maharashtra,Hatkanangale,MAHARASHTRA,HATKANANGALE,st_pct,,percent,,,,,,,,,
Maharashtra,Hatkanangale,MAHARASHTRA,HATKANANGALE,religion_hindu_pct,,percent,,,,,,,,,
Maharashtra,Hatkanangale,MAHARASHTRA,HATKANANGALE,religion_muslim_pct,,percent,,,,,,,,,
Maharashtra,Hatkanangale,MAHARASHTRA,HATKANANGALE,population_density,,persons_per_sq_km,,,,,,,,,
Maharashtra,Hatkanangale,MAHARASHTRA,HATKANANGALE,sex_ratio,,females_per_1000_males,,,,,,,,,
Assam,Kaziranga,ASSAM,KAZIRANGA,urban_pct,,percent,,,,,,,,,
Assam,Kaziranga,ASSAM,KAZIRANGA,literacy_rate,,percent,,,,,,,,,
Assam,Kaziranga,ASSAM,KAZIRANGA,sc_pct,,percent,,,,,,,,,
Assam,Kaziranga,ASSAM,KAZIRANGA,st_pct,,percent,,,,,,,,,
Assam,Kaziranga,ASSAM,KAZIRANGA,religion_hindu_pct,,percent,,,,,,,,,
Assam,Kaziranga,ASSAM,KAZIRANGA,religion_muslim_pct,,percent,,,,,,,,,
Assam,Kaziranga,ASSAM,KAZIRANGA,population_density,,persons_per_sq_km,,,,,,,,,
Assam,Kaziranga,ASSAM,KAZIRANGA,sex_ratio,,females_per_1000_males,,,,,,,,,
Uttar Pradesh,Phulpur,UTTAR PRADESH,PHULPUR,urban_pct,,percent,,,,,,,,,
Uttar Pradesh,Phulpur,UTTAR PRADESH,PHULPUR,literacy_rate,,percent,,,,,,,,,
Uttar Pradesh,Phulpur,UTTAR PRADESH,PHULPUR,sc_pct,,percent,,,,,,,,,
Uttar Pradesh,Phulpur,UTTAR PRADESH,PHULPUR,st_pct,,percent,,,,,,,,,
Uttar Pradesh,Phulpur,UTTAR PRADESH,PHULPUR,religion_hindu_pct,,percent,,,,,,,,,
Uttar Pradesh,Phulpur,UTTAR PRADESH,PHULPUR,religion_muslim_pct,,percent,,,,,,,,,
Uttar Pradesh,Phulpur,UTTAR PRADESH,PHULPUR,population_density,,persons_per_sq_km,,,,,,,,,
Uttar Pradesh,Phulpur,UTTAR PRADESH,PHULPUR,sex_ratio,,females_per_1000_males,,,,,,,,,
West Bengal,Tamluk,WEST BENGAL,TAMLUK,urban_pct,,percent,,,,,,,,,
West Bengal,Tamluk,WEST BENGAL,TAMLUK,literacy_rate,,percent,,,,,,,,,
West Bengal,Tamluk,WEST BENGAL,TAMLUK,sc_pct,,percent,,,,,,,,,
West Bengal,Tamluk,WEST BENGAL,TAMLUK,st_pct,,percent,,,,,,,,,
West Bengal,Tamluk,WEST BENGAL,TAMLUK,religion_hindu_pct,,percent,,,,,,,,,
West Bengal,Tamluk,WEST BENGAL,TAMLUK,religion_muslim_pct,,percent,,,,,,,,,
West Bengal,Tamluk,WEST BENGAL,TAMLUK,population_density,,persons_per_sq_km,,,,,,,,,
West Bengal,Tamluk,WEST BENGAL,TAMLUK,sex_ratio,,females_per_1000_males,,,,,,,,,
West Bengal,Diamond harbour,WEST BENGAL,DIAMOND HARBOUR,urban_pct,,percent,,,,,,,,,
West Bengal,Diamond harbour,WEST BENGAL,DIAMOND HARBOUR,literacy_rate,,percent,,,,,,,,,
West Bengal,Diamond harbour,WEST BENGAL,DIAMOND HARBOUR,sc_pct,,percent,,,,,,,,,
West Bengal,Diamond harbour,WEST BENGAL,DIAMOND HARBOUR,st_pct,,percent,,,,,,,,,
West Bengal,Diamond harbour,WEST BENGAL,DIAMOND HARBOUR,religion_hindu_pct,,percent,,,,,,,,,
West Bengal,Diamond harbour,WEST BENGAL,DIAMOND HARBOUR,religion_muslim_pct,,percent,,,,,,,,,
West Bengal,Diamond harbour,WEST BENGAL,DIAMOND HARBOUR,population_density,,persons_per_sq_km,,,,,,,,,
West Bengal,Diamond harbour,WEST BENGAL,DIAMOND HARBOUR,sex_ratio,,females_per_1000_males,,,,,,,,,
Tamil Nadu,THENI,TAMIL NADU,THENI,urban_pct,,percent,,,,,,,,,
Tamil Nadu,THENI,TAMIL NADU,THENI,literacy_rate,,percent,,,,,,,,,
Tamil Nadu,THENI,TAMIL NADU,THENI,sc_pct,,percent,,,,,,,,,
Tamil Nadu,THENI,TAMIL NADU,THENI,st_pct,,percent,,,,,,,,,
Tamil Nadu,THENI,TAMIL NADU,THENI,religion_hindu_pct,,percent,,,,,,,,,
Tamil Nadu,THENI,TAMIL NADU,THENI,religion_muslim_pct,,percent,,,,,,,,,
Tamil Nadu,THENI,TAMIL NADU,THENI,population_density,,persons_per_sq_km,,,,,,,,,
Tamil Nadu,THENI,TAMIL NADU,THENI,sex_ratio,,females_per_1000_males,,,,,,,,,
Manipur,Outer Manipur,MANIPUR,OUTER MANIPUR,urban_pct,,percent,,,,,,,,,
Manipur,Outer Manipur,MANIPUR,OUTER MANIPUR,literacy_rate,,percent,,,,,,,,,
Manipur,Outer Manipur,MANIPUR,OUTER MANIPUR,sc_pct,,percent,,,,,,,,,
Manipur,Outer Manipur,MANIPUR,OUTER MANIPUR,st_pct,,percent,,,,,,,,,
Manipur,Outer Manipur,MANIPUR,OUTER MANIPUR,religion_hindu_pct,,percent,,,,,,,,,
Manipur,Outer Manipur,MANIPUR,OUTER MANIPUR,religion_muslim_pct,,percent,,,,,,,,,
Manipur,Outer Manipur,MANIPUR,OUTER MANIPUR,population_density,,persons_per_sq_km,,,,,,,,,
Manipur,Outer Manipur,MANIPUR,OUTER MANIPUR,sex_ratio,,females_per_1000_males,,,,,,,,,
West Bengal,Bishnupur,WEST BENGAL,BISHNUPUR,urban_pct,,percent,,,,,,,,,
West Bengal,Bishnupur,WEST BENGAL,BISHNUPUR,literacy_rate,,percent,,,,,,,,,
West Bengal,Bishnupur,WEST BENGAL,BISHNUPUR,sc_pct,,percent,,,,,,,,,
West Bengal,Bishnupur,WEST BENGAL,BISHNUPUR,st_pct,,percent,,,,,,,,,
West Bengal,Bishnupur,WEST BENGAL,BISHNUPUR,religion_hindu_pct,,percent,,,,,,,,,
West Bengal,Bishnupur,WEST BENGAL,BISHNUPUR,religion_muslim_pct,,percent,,,,,,,,,
West Bengal,Bishnupur,WEST BENGAL,BISHNUPUR,population_density,,persons_per_sq_km,,,,,,,,,
West Bengal,Bishnupur,WEST BENGAL,BISHNUPUR,sex_ratio,,females_per_1000_males,,,,,,,,,
Tamil Nadu,CHENNAI SOUTH,TAMIL NADU,CHENNAI SOUTH,urban_pct,,percent,,,,,,,,,
Tamil Nadu,CHENNAI SOUTH,TAMIL NADU,CHENNAI SOUTH,literacy_rate,,percent,,,,,,,,,
Tamil Nadu,CHENNAI SOUTH,TAMIL NADU,CHENNAI SOUTH,sc_pct,,percent,,,,,,,,,
Tamil Nadu,CHENNAI SOUTH,TAMIL NADU,CHENNAI SOUTH,st_pct,,percent,,,,,,,,,
Tamil Nadu,CHENNAI SOUTH,TAMIL NADU,CHENNAI SOUTH,religion_hindu_pct,,percent,,,,,,,,,
Tamil Nadu,CHENNAI SOUTH,TAMIL NADU,CHENNAI SOUTH,religion_muslim_pct,,percent,,,,,,,,,
Tamil Nadu,CHENNAI SOUTH,TAMIL NADU,CHENNAI SOUTH,population_density,,persons_per_sq_km,,,,,,,,,
Tamil Nadu,CHENNAI SOUTH,TAMIL NADU,CHENNAI SOUTH,sex_ratio,,females_per_1000_males,,,,,,,,,
Jharkhand,Singhbhum,JHARKHAND,SINGHBHUM,urban_pct,,percent,,,,,,,,,
Jharkhand,Singhbhum,JHARKHAND,SINGHBHUM,literacy_rate,,percent,,,,,,,,,
Jharkhand,Singhbhum,JHARKHAND,SINGHBHUM,sc_pct,,percent,,,,,,,,,
Jharkhand,Singhbhum,JHARKHAND,SINGHBHUM,st_pct,,percent,,,,,,,,,
Jharkhand,Singhbhum,JHARKHAND,SINGHBHUM,religion_hindu_pct,,percent,,,,,,,,,
Jharkhand,Singhbhum,JHARKHAND,SINGHBHUM,religion_muslim_pct,,percent,,,,,,,,,
Jharkhand,Singhbhum,JHARKHAND,SINGHBHUM,population_density,,persons_per_sq_km,,,,,,,,,
Jharkhand,Singhbhum,JHARKHAND,SINGHBHUM,sex_ratio,,females_per_1000_males,,,,,,,,,
Uttar Pradesh,Maharajganj,UTTAR PRADESH,MAHARAJGANJ,urban_pct,,percent,,,,,,,,,
Uttar Pradesh,Maharajganj,UTTAR PRADESH,MAHARAJGANJ,literacy_rate,,percent,,,,,,,,,
Uttar Pradesh,Maharajganj,UTTAR PRADESH,MAHARAJGANJ,sc_pct,,percent,,,,,,,,,
Uttar Pradesh,Maharajganj,UTTAR PRADESH,MAHARAJGANJ,st_pct,,percent,,,,,,,,,
Uttar Pradesh,Maharajganj,UTTAR PRADESH,MAHARAJGANJ,religion_hindu_pct,,percent,,,,,,,,,
Uttar Pradesh,Maharajganj,UTTAR PRADESH,MAHARAJGANJ,religion_muslim_pct,,percent,,,,,,,,,
Uttar Pradesh,Maharajganj,UTTAR PRADESH,MAHARAJGANJ,population_density,,persons_per_sq_km,,,,,,,,,
Uttar Pradesh,Maharajganj,UTTAR PRADESH,MAHARAJGANJ,sex_ratio,,females_per_1000_males,,,,,,,,,
Kerala,Thiruvananthapuram,KERALA,THIRUVANANTHAPURAM,urban_pct,,percent,,,,,,,,,
Kerala,Thiruvananthapuram,KERALA,THIRUVANANTHAPURAM,literacy_rate,,percent,,,,,,,,,
Kerala,Thiruvananthapuram,KERALA,THIRUVANANTHAPURAM,sc_pct,,percent,,,,,,,,,
Kerala,Thiruvananthapuram,KERALA,THIRUVANANTHAPURAM,st_pct,,percent,,,,,,,,,
Kerala,Thiruvananthapuram,KERALA,THIRUVANANTHAPURAM,religion_hindu_pct,,percent,,,,,,,,,
Kerala,Thiruvananthapuram,KERALA,THIRUVANANTHAPURAM,religion_muslim_pct,,percent,,,,,,,,,
Kerala,Thiruvananthapuram,KERALA,THIRUVANANTHAPURAM,population_density,,persons_per_sq_km,,,,,,,,,
Kerala,Thiruvananthapuram,KERALA,THIRUVANANTHAPURAM,sex_ratio,,females_per_1000_males,,,,,,,,,
Kerala,Wayanad,KERALA,WAYANAD,urban_pct,,percent,,,,,,,,,
Kerala,Wayanad,KERALA,WAYANAD,literacy_rate,,percent,,,,,,,,,
Kerala,Wayanad,KERALA,WAYANAD,sc_pct,,percent,,,,,,,,,
Kerala,Wayanad,KERALA,WAYANAD,st_pct,,percent,,,,,,,,,
Kerala,Wayanad,KERALA,WAYANAD,religion_hindu_pct,,percent,,,,,,,,,
Kerala,Wayanad,KERALA,WAYANAD,religion_muslim_pct,,percent,,,,,,,,,
Kerala,Wayanad,KERALA,WAYANAD,population_density,,persons_per_sq_km,,,,,,,,,
Kerala,Wayanad,KERALA,WAYANAD,sex_ratio,,females_per_1000_males,,,,,,,,,
Tamil Nadu,VIRUDHUNAGAR,TAMIL NADU,VIRUDHUNAGAR,urban_pct,,percent,,,,,,,,,
Tamil Nadu,VIRUDHUNAGAR,TAMIL NADU,VIRUDHUNAGAR,literacy_rate,,percent,,,,,,,,,
Tamil Nadu,VIRUDHUNAGAR,TAMIL NADU,VIRUDHUNAGAR,sc_pct,,percent,,,,,,,,,
Tamil Nadu,VIRUDHUNAGAR,TAMIL NADU,VIRUDHUNAGAR,st_pct,,percent,,,,,,,,,
Tamil Nadu,VIRUDHUNAGAR,TAMIL NADU,VIRUDHUNAGAR,religion_hindu_pct,,percent,,,,,,,,,
Tamil Nadu,VIRUDHUNAGAR,TAMIL NADU,VIRUDHUNAGAR,religion_muslim_pct,,percent,,,,,,,,,
Tamil Nadu,VIRUDHUNAGAR,TAMIL NADU,VIRUDHUNAGAR,population_density,,persons_per_sq_km,,,,,,,,,
Tamil Nadu,VIRUDHUNAGAR,TAMIL NADU,VIRUDHUNAGAR,sex_ratio,,females_per_1000_males,,,,,,,,,
Maharashtra,Mumbai South,MAHARASHTRA,MUMBAI SOUTH,literacy_rate,,percent,,,,,,,,,
Maharashtra,Mumbai South,MAHARASHTRA,MUMBAI SOUTH,sc_pct,,percent,,,,,,,,,
Maharashtra,Mumbai South,MAHARASHTRA,MUMBAI SOUTH,st_pct,,percent,,,,,,,,,
Maharashtra,Mumbai South,MAHARASHTRA,MUMBAI SOUTH,religion_hindu_pct,,percent,,,,,,,,,
Maharashtra,Mumbai South,MAHARASHTRA,MUMBAI SOUTH,religion_muslim_pct,,percent,,,,,,,,,
Maharashtra,Mumbai South,MAHARASHTRA,MUMBAI SOUTH,population_density,,persons_per_sq_km,,,,,,,,,
Maharashtra,Mumbai South,MAHARASHTRA,MUMBAI SOUTH,sex_ratio,,females_per_1000_males,,,,,,,,,
Maharashtra,Ahmednagar,MAHARASHTRA,AHMEDNAGAR,urban_pct,,percent,,,,,,,,,
Maharashtra,Ahmednagar,MAHARASHTRA,AHMEDNAGAR,literacy_rate,,percent,,,,,,,,,
Maharashtra,Ahmednagar,MAHARASHTRA,AHMEDNAGAR,sc_pct,,percent,,,,,,,,,
Maharashtra,Ahmednagar,MAHARASHTRA,AHMEDNAGAR,st_pct,,percent,,,,,,,,,
Maharashtra,Ahmednagar,MAHARASHTRA,AHMEDNAGAR,religion_hindu_pct,,percent,,,,,,,,,
Maharashtra,Ahmednagar,MAHARASHTRA,AHMEDNAGAR,religion_muslim_pct,,percent,,,,,,,,,
Maharashtra,Ahmednagar,MAHARASHTRA,AHMEDNAGAR,population_density,,persons_per_sq_km,,,,,,,,,
Maharashtra,Ahmednagar,MAHARASHTRA,AHMEDNAGAR,sex_ratio,,females_per_1000_males,,,,,,,,,
Maharashtra,Aurangabad,MAHARASHTRA,AURANGABAD,urban_pct,,percent,,,,,,,,,
Maharashtra,Aurangabad,MAHARASHTRA,AURANGABAD,literacy_rate,,percent,,,,,,,,,
Maharashtra,Aurangabad,MAHARASHTRA,AURANGABAD,sc_pct,,percent,,,,,,,,,
Maharashtra,Aurangabad,MAHARASHTRA,AURANGABAD,st_pct,,percent,,,,,,,,,
Maharashtra,Aurangabad,MAHARASHTRA,AURANGABAD,religion_hindu_pct,,percent,,,,,,,,,
Maharashtra,Aurangabad,MAHARASHTRA,AURANGABAD,religion_muslim_pct,,percent,,,,,,,,,
Maharashtra,Aurangabad,MAHARASHTRA,AURANGABAD,population_density,,persons_per_sq_km,,,,,,,,,
Maharashtra,Aurangabad,MAHARASHTRA,AURANGABAD,sex_ratio,,females_per_1000_males,,,,,,,,,
Maharashtra,Dindori,MAHARASHTRA,DINDORI,urban_pct,,percent,,,,,,,,,
Maharashtra,Dindori,MAHARASHTRA,DINDORI,literacy_rate,,percent,,,,,,,,,
Maharashtra,Dindori,MAHARASHTRA,DINDORI,sc_pct,,percent,,,,,,,,,
Maharashtra,Dindori,MAHARASHTRA,DINDORI,st_pct,,percent,,,,,,,,,
Maharashtra,Dindori,MAHARASHTRA,DINDORI,religion_hindu_pct,,percent,,,,,,,,,
Maharashtra,Dindori,MAHARASHTRA,DINDORI,religion_muslim_pct,,percent,,,,,,,,,
Maharashtra,Dindori,MAHARASHTRA,DINDORI,population_density,,persons_per_sq_km,,,,,,,,,
Maharashtra,Dindori,MAHARASHTRA,DINDORI,sex_ratio,,females_per_1000_males,,,,,,,,,
Maharashtra,Gadchiroli - Chimur,MAHARASHTRA,GADCHIROLI CHIMUR,urban_pct,,percent,,,,,,,,,
Maharashtra,Gadchiroli - Chimur,MAHARASHTRA,GADCHIROLI CHIMUR,literacy_rate,,percent,,,,,,,,,
Maharashtra,Gadchiroli - Chimur,MAHARASHTRA,GADCHIROLI CHIMUR,sc_pct,,percent,,,,,,,,,
Maharashtra,Gadchiroli - Chimur,MAHARASHTRA,GADCHIROLI CHIMUR,st_pct,,percent,,,,,,,,,
Maharashtra,Gadchiroli - Chimur,MAHARASHTRA,GADCHIROLI CHIMUR,religion_hindu_pct,,percent,,,,,,,,,
Maharashtra,Gadchiroli - Chimur,MAHARASHTRA,GADCHIROLI CHIMUR,religion_muslim_pct,,percent,,,,,,,,,
Maharashtra,Gadchiroli - Chimur,MAHARASHTRA,GADCHIROLI CHIMUR,population_density,,persons_per_sq_km,,,,,,,,,
Maharashtra,Gadchiroli - Chimur,MAHARASHTRA,GADCHIROLI CHIMUR,sex_ratio,,females_per_1000_males,,,,,,,,,
Maharashtra,Madha,MAHARASHTRA,MADHA,urban_pct,,percent,,,,,,,,,
Maharashtra,Madha,MAHARASHTRA,MADHA,literacy_rate,,percent,,,,,,,,,
Maharashtra,Madha,MAHARASHTRA,MADHA,sc_pct,,percent,,,,,,,,,
Maharashtra,Madha,MAHARASHTRA,MADHA,st_pct,,percent,,,,,,,,,
Maharashtra,Madha,MAHARASHTRA,MADHA,religion_hindu_pct,,percent,,,,,,,,,
Maharashtra,Madha,MAHARASHTRA,MADHA,religion_muslim_pct,,percent,,,,,,,,,
Maharashtra,Madha,MAHARASHTRA,MADHA,population_density,,persons_per_sq_km,,,,,,,,,
Maharashtra,Madha,MAHARASHTRA,MADHA,sex_ratio,,females_per_1000_males,,,,,,,,,
Maharashtra,Mumbai North Central,MAHARASHTRA,MUMBAI NORTH CENTRAL,urban_pct,,percent,,,,,,,,,
Maharashtra,Mumbai North Central,MAHARASHTRA,MUMBAI NORTH CENTRAL,literacy_rate,,percent,,,,,,,,,
Maharashtra,Mumbai North Central,MAHARASHTRA,MUMBAI NORTH CENTRAL,sc_pct,,percent,,,,,,,,,
Maharashtra,Mumbai North Central,MAHARASHTRA,MUMBAI NORTH CENTRAL,st_pct,,percent,,,,,,,,,
Maharashtra,Mumbai North Central,MAHARASHTRA,MUMBAI NORTH CENTRAL,religion_hindu_pct,,percent,,,,,,,,,
Maharashtra,Mumbai North Central,MAHARASHTRA,MUMBAI NORTH CENTRAL,religion_muslim_pct,,percent,,,,,,,,,
Maharashtra,Mumbai North Central,MAHARASHTRA,MUMBAI NORTH CENTRAL,population_density,,persons_per_sq_km,,,,,,,,,
Maharashtra,Mumbai North Central,MAHARASHTRA,MUMBAI NORTH CENTRAL,sex_ratio,,females_per_1000_males,,,,,,,,,
Maharashtra,Mumbai North East,MAHARASHTRA,MUMBAI NORTH EAST,urban_pct,,percent,,,,,,,,,
Maharashtra,Mumbai North East,MAHARASHTRA,MUMBAI NORTH EAST,literacy_rate,,percent,,,,,,,,,
Maharashtra,Mumbai North East,MAHARASHTRA,MUMBAI NORTH EAST,sc_pct,,percent,,,,,,,,,
Maharashtra,Mumbai North East,MAHARASHTRA,MUMBAI NORTH EAST,st_pct,,percent,,,,,,,,,
Maharashtra,Mumbai North East,MAHARASHTRA,MUMBAI NORTH EAST,religion_hindu_pct,,percent,,,,,,,,,
Maharashtra,Mumbai North East,MAHARASHTRA,MUMBAI NORTH EAST,religion_muslim_pct,,percent,,,,,,,,,
Maharashtra,Mumbai North East,MAHARASHTRA,MUMBAI NORTH EAST,population_density,,persons_per_sq_km,,,,,,,,,
Maharashtra,Mumbai North East,MAHARASHTRA,MUMBAI NORTH EAST,sex_ratio,,females_per_1000_males,,,,,,,,,
