state,constituency,has_generated_note,has_manual_note,has_suggested_note,manual_confidence,data_quality_label,is_priority_seat,needs_manual_review,suggested_review_reason
Andaman & Nicobar Islands,Andaman & Nicobar Islands,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Andhra Pradesh,Amalapuram,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Andhra Pradesh,Anakapalle,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Andhra Pradesh,Ananthapur,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Andhra Pradesh,Araku,True,False,True,high,high,True,True,priority seat; close 2024 contest; large swing; manual note missing
Andhra Pradesh,Bapatla,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Andhra Pradesh,Chittoor,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Andhra Pradesh,Eluru,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Andhra Pradesh,Guntur,True,False,True,high,high,False,True,manual note missing
Andhra Pradesh,Hindupur,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Andhra Pradesh,Kadapa,True,False,True,medium,election_only,False,True,close 2024 contest; manual note missing
Andhra Pradesh,Kakinada,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Andhra Pradesh,Kurnoolu,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Andhra Pradesh,Machilipatnam,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Andhra Pradesh,Nandyal,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Andhra Pradesh,Narsapuram,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Andhra Pradesh,Narsaraopet,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Andhra Pradesh,Nellore,True,False,True,medium,low,True,True,priority seat; flipped seat; manual note missing
Andhra Pradesh,Ongole,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; manual note missing
Andhra Pradesh,Rajahmundry,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Andhra Pradesh,Rajampet,True,False,True,medium,medium,True,True,priority seat; large swing; manual note missing
Andhra Pradesh,Srikakulam,True,False,True,high,high,False,True,manual note missing
Andhra Pradesh,Thirupathi,True,False,True,medium,election_only,True,True,priority seat; close 2024 contest; large swing; manual note missing; important seat with election-only demographics
Andhra Pradesh,Vijayawada,True,False,True,high,high,False,True,manual note missing
Andhra Pradesh,Visakhapatnam,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Andhra Pradesh,Vizianagaram,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Arunachal Pradesh,Arunachal East,True,False,True,medium,election_only,False,True,manual note missing
Arunachal Pradesh,Arunachal West,True,False,True,high,high,False,True,large swing; manual note missing
Assam,Barpeta,True,False,True,low,high,True,True,priority seat; flipped seat; manual note missing
Assam,Darrang-Udalguri,True,False,True,medium,election_only,False,True,manual note missing
Assam,Dhubri,True,False,True,low,high,True,True,priority seat; flipped seat; large swing; manual note missing
Assam,Dibrugarh,True,False,True,high,high,True,True,priority seat; large swing; manual note missing
Assam,Diphu,True,False,True,medium,election_only,False,True,large swing; manual note missing
Assam,Guwahati,True,False,True,medium,election_only,False,True,manual note missing
Assam,Jorhat,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Assam,Karimganj,True,False,True,high,high,False,True,close 2024 contest; large swing; manual note missing
Assam,Kaziranga,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Assam,Kokrajhar,True,False,True,low,high,True,True,priority seat; flipped seat; close 2024 contest; manual note missing
Assam,Lakhimpur,True,False,True,high,high,False,True,manual note missing
Assam,Nagaon,True,False,True,medium,election_only,False,True,large swing; manual note missing
Assam,Silchar,True,False,True,high,high,False,True,manual note missing
Assam,Sonitpur,True,False,True,medium,election_only,False,True,manual note missing
Bihar,Araria,True,False,True,low,high,False,True,close 2024 contest; manual note missing
Bihar,Arrah,True,False,True,low,high,True,True,priority seat; flipped seat; manual note missing
Bihar,Aurangabad,True,False,True,low,high,True,True,priority seat; flipped seat; manual note missing
Bihar,Banka,True,False,True,low,high,False,True,manual note missing
Bihar,Begusarai,True,False,True,low,high,False,True,manual note missing
Bihar,Bhagalpur,True,False,True,low,high,True,True,priority seat; large swing; manual note missing
Bihar,Buxar,True,False,True,low,high,True,True,priority seat; flipped seat; close 2024 contest; manual note missing
Bihar,Darbhanga,True,False,True,low,high,False,True,manual note missing
Bihar,Gaya,True,False,True,low,high,True,True,priority seat; flipped seat; manual note missing
Bihar,Gopalganj,True,False,True,low,election_only,False,True,manual note missing
Bihar,Hajipur,True,False,True,low,high,True,True,priority seat; flipped seat; manual note missing
Bihar,Jahanabad,True,False,True,low,high,True,True,priority seat; flipped seat; manual note missing
Bihar,Jamui,True,False,True,low,high,True,True,priority seat; flipped seat; manual note missing
Bihar,Jhanjharpur,True,False,True,low,high,False,True,manual note missing
Bihar,Karakat,True,False,True,low,high,True,True,priority seat; flipped seat; manual note missing
Bihar,Katihar,True,False,True,low,high,True,True,priority seat; flipped seat; close 2024 contest; manual note missing
Bihar,Khagaria,True,False,True,low,high,True,True,priority seat; flipped seat; manual note missing
Bihar,Kishanganj,True,False,True,low,high,False,True,manual note missing
Bihar,Madhepura,True,False,True,low,high,False,True,manual note missing
Bihar,Madhubani,True,False,True,low,high,False,True,manual note missing
Bihar,Maharajganj,True,False,True,high,high,True,True,priority seat; large swing; manual note missing
Bihar,Munger,True,False,True,low,high,True,True,priority seat; large swing; manual note missing
Bihar,Muzaffarpur,True,False,True,high,high,False,True,large swing; manual note missing
Bihar,Nalanda,True,False,True,low,high,False,True,manual note missing
Bihar,Nawada,True,False,True,low,high,True,True,priority seat; flipped seat; large swing; manual note missing
Bihar,Paschim Champaran,True,False,True,high,high,True,True,priority seat; large swing; manual note missing
Bihar,Patliputra,True,False,True,low,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Bihar,Patna Sahib,True,False,True,high,high,False,True,manual note missing
Bihar,Purnia,True,False,True,low,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Bihar,Purvi Champaran,True,False,True,low,high,False,True,manual note missing
Bihar,Samastipur,True,False,True,low,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Bihar,Saran,True,False,True,low,high,False,True,close 2024 contest; manual note missing
Bihar,Sasaram,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Bihar,Sheohar,True,False,True,low,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Bihar,Sitamarhi,True,False,True,low,high,False,True,close 2024 contest; manual note missing
Bihar,Siwan,True,False,True,low,high,False,True,manual note missing
Bihar,Supaul,True,False,True,low,high,True,True,priority seat; large swing; manual note missing
Bihar,Ujiarpur,True,False,True,low,high,False,True,manual note missing
Bihar,Vaishali,True,False,True,low,high,True,True,priority seat; flipped seat; manual note missing
Bihar,Valmiki Nagar,True,False,True,low,high,False,True,large swing; manual note missing
Chandigarh,Chandigarh,True,False,True,medium,election_only,True,True,priority seat; flipped seat; close 2024 contest; manual note missing; important seat with election-only demographics
Chhattisgarh,BASTAR,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Chhattisgarh,BILASPUR,True,False,True,high,high,False,True,manual note missing
Chhattisgarh,DURG,True,False,True,high,high,False,True,manual note missing
Chhattisgarh,JANJGIR-CHAMPA,True,False,True,medium,election_only,False,True,close 2024 contest; manual note missing
Chhattisgarh,KANKER,True,False,True,high,high,True,True,priority seat; close 2024 contest; manual note missing
Chhattisgarh,KORBA,True,False,True,medium,medium,False,True,close 2024 contest; manual note missing
Chhattisgarh,MAHASAMUND,True,False,True,high,high,False,True,manual note missing
Chhattisgarh,RAIGARH,True,False,True,high,high,False,True,manual note missing
Chhattisgarh,RAIPUR,True,False,True,high,high,False,True,manual note missing
Chhattisgarh,RAJNANDGAON,True,False,True,high,high,False,True,close 2024 contest; manual note missing
Chhattisgarh,SURGUJA,True,False,True,high,high,False,True,close 2024 contest; manual note missing
Dadra & Nagar Haveli and Daman & Diu,Dadar & Nagar Haveli,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Dadra & Nagar Haveli and Daman & Diu,Daman & Diu,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Goa,North Goa,True,False,True,high,high,False,True,manual note missing
Goa,South Goa,True,False,True,high,high,False,True,close 2024 contest; manual note missing
Gujarat,Ahmedabad East,True,False,True,high,high,False,True,manual note missing
Gujarat,Ahmedabad West,True,False,True,medium,election_only,False,True,manual note missing
Gujarat,Amreli,True,False,True,high,high,False,True,manual note missing
Gujarat,Anand,True,False,True,high,high,False,True,manual note missing
Gujarat,Banaskantha,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Gujarat,Bardoli,True,False,True,medium,election_only,False,True,manual note missing
Gujarat,Bharuch,True,False,True,medium,low,False,True,large swing; manual note missing
Gujarat,Bhavnagar,True,False,True,high,high,True,True,priority seat; large swing; manual note missing
Gujarat,Chhota Udaipur,True,False,True,medium,election_only,False,True,manual note missing
Gujarat,Dahod,True,False,True,high,high,False,True,manual note missing
Gujarat,Gandhinagar,True,True,True,medium,high,True,True,priority seat
Gujarat,Jamnagar,True,False,True,high,high,False,True,manual note missing
Gujarat,Junagadh,True,False,True,high,high,False,True,manual note missing
Gujarat,Kachchh,True,False,True,high,high,False,True,manual note missing
Gujarat,Kheda,True,False,True,high,high,False,True,manual note missing
Gujarat,Mahesana,True,False,True,high,high,False,True,manual note missing
Gujarat,Navsari,True,False,True,medium,election_only,False,True,manual note missing
Gujarat,Panchmahal,True,False,True,high,high,False,True,manual note missing
Gujarat,Patan,True,False,True,high,high,False,True,close 2024 contest; manual note missing
Gujarat,Porbandar,True,False,True,high,high,False,True,manual note missing
Gujarat,Rajkot,True,False,True,high,high,False,True,manual note missing
Gujarat,Sabarkantha,True,False,True,high,high,False,True,manual note missing
Gujarat,Surendranagar,True,False,True,high,high,False,True,manual note missing
Gujarat,Vadodara,True,False,True,high,high,False,True,manual note missing
Gujarat,Valsad,True,False,True,medium,low,False,True,manual note missing
Haryana,AMBALA,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Haryana,BHIWANI-MAHENDRAGARH,True,False,True,medium,election_only,False,True,close 2024 contest; large swing; manual note missing
Haryana,FARIDABAD,True,False,True,medium,low,True,True,priority seat; large swing; manual note missing
Haryana,GURGAON,True,False,True,medium,election_only,False,True,close 2024 contest; large swing; manual note missing
Haryana,HISAR,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Haryana,KARNAL,True,False,True,high,high,True,True,priority seat; large swing; manual note missing
Haryana,KURUKSHETRA,True,False,True,high,high,False,True,close 2024 contest; large swing; manual note missing
Haryana,ROHTAK,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Haryana,SIRSA,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Haryana,SONIPAT,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Himachal Pradesh,HAMIRPUR,True,False,True,high,high,False,True,large swing; manual note missing
Himachal Pradesh,KANGRA,True,False,True,high,high,False,True,large swing; manual note missing
Himachal Pradesh,MANDI,True,True,True,medium,high,True,True,priority seat; large swing
Himachal Pradesh,SHIMLA,True,False,True,medium,election_only,False,True,large swing; manual note missing
Jammu and Kashmir,ANANTNAG-RAJOURI,True,False,True,medium,election_only,True,True,priority seat; large swing; manual note missing; important seat with election-only demographics
Jammu and Kashmir,BARAMULLA,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Jammu and Kashmir,JAMMU,True,False,True,medium,election_only,False,True,manual note missing
Jammu and Kashmir,SRINAGAR,True,False,True,low,election_only,False,True,manual note missing
Jammu and Kashmir,UDHAMPUR,True,False,True,medium,election_only,False,True,large swing; manual note missing
Jharkhand,Chatra,True,False,True,high,high,False,True,large swing; manual note missing
Jharkhand,Dhanbad,True,False,True,high,high,False,True,large swing; manual note missing
Jharkhand,Dumka,True,False,True,low,low,True,True,priority seat; flipped seat; close 2024 contest; manual note missing
Jharkhand,Giridih,True,False,True,low,high,False,True,manual note missing
Jharkhand,Godda,True,False,True,medium,low,True,True,priority seat; large swing; manual note missing
Jharkhand,Hazaribagh,True,False,True,medium,election_only,True,True,priority seat; large swing; manual note missing; important seat with election-only demographics
Jharkhand,Jamshedpur,True,False,True,low,high,False,True,manual note missing
Jharkhand,Khunti,True,False,True,medium,medium,True,True,priority seat; flipped seat; manual note missing
Jharkhand,Kodarma,True,False,True,low,high,False,True,manual note missing
Jharkhand,Lohardaga,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Jharkhand,Palamu,True,False,True,low,high,False,True,manual note missing
Jharkhand,Rajmahal,True,False,True,low,high,False,True,manual note missing
Jharkhand,Ranchi,True,False,True,high,high,False,True,large swing; manual note missing
Jharkhand,Singhbhum,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Karnataka,Bagalkot,True,False,True,high,high,False,True,manual note missing
Karnataka,Bangalore central,True,False,True,medium,election_only,False,True,close 2024 contest; manual note missing
Karnataka,Bangalore North,True,False,True,high,high,False,True,manual note missing
Karnataka,Bangalore Rural,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Karnataka,Bangalore South,True,True,True,medium,high,True,True,priority seat
Karnataka,Belgaum,True,False,True,high,high,False,True,large swing; manual note missing
Karnataka,Bellary,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Karnataka,Bidar,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Karnataka,Bijapur,True,False,True,high,high,True,True,priority seat; large swing; manual note missing
Karnataka,Chamarajanagar,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Karnataka,Chikkballapur,True,False,True,high,high,False,True,manual note missing
Karnataka,Chikkodi,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Karnataka,Chitradurga,True,False,True,high,high,False,True,close 2024 contest; manual note missing
Karnataka,Dakshina Kannada,True,False,True,medium,election_only,False,True,manual note missing
Karnataka,Davanagere,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; manual note missing
Karnataka,Dharwad,True,False,True,high,high,False,True,manual note missing
Karnataka,Gulbarga,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; manual note missing
Karnataka,Hassan,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Karnataka,Haveri,True,False,True,high,high,False,True,close 2024 contest; manual note missing
Karnataka,Kolar,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Karnataka,Koppal,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; manual note missing
Karnataka,Mandya,True,False,True,low,high,True,True,priority seat; flipped seat; large swing; manual note missing
Karnataka,Mysore,True,False,True,high,high,False,True,manual note missing
Karnataka,Raichur,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Karnataka,Shimoga,True,False,True,high,high,True,True,priority seat; large swing; manual note missing
Karnataka,Tumkur,True,False,True,high,high,True,True,priority seat; large swing; manual note missing
Karnataka,Udupi Chikmagalur,True,False,True,medium,election_only,True,True,priority seat; large swing; manual note missing; important seat with election-only demographics
Karnataka,Uttara Kannada,True,False,True,high,high,True,True,priority seat; large swing; manual note missing
Kerala,Alappuzha,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Kerala,Alathur,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Kerala,Attingal,True,False,True,high,high,True,True,priority seat; close 2024 contest; manual note missing
Kerala,Chalakudy,True,False,True,high,high,True,True,priority seat; large swing; manual note missing
Kerala,Ernakulam,True,False,True,high,high,False,True,manual note missing
Kerala,Idukki,True,False,True,low,high,False,True,manual note missing
Kerala,Kannur,True,False,True,medium,election_only,False,True,manual note missing
Kerala,Kasaragod,True,False,True,high,high,False,True,manual note missing
Kerala,Kollam,True,False,True,low,high,False,True,manual note missing
Kerala,Kottayam,True,False,True,low,high,True,True,priority seat; flipped seat; manual note missing
Kerala,Kozhikode,True,False,True,high,high,False,True,manual note missing
Kerala,Malappuram,True,False,True,low,high,False,True,manual note missing
Kerala,Mavelikkara,True,False,True,low,high,False,True,close 2024 contest; manual note missing
Kerala,Palakkad,True,False,True,high,high,False,True,manual note missing
Kerala,Pathanamthitta,True,False,True,high,high,False,True,manual note missing
Kerala,Ponnani,True,False,True,low,high,False,True,manual note missing
Kerala,Thiruvananthapuram,True,True,True,medium,election_only,True,True,priority seat; close 2024 contest; important seat with election-only demographics
Kerala,Thrissur,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Kerala,Vadakara,True,False,True,high,high,False,True,manual note missing
Kerala,Wayanad,True,True,True,medium,election_only,True,True,priority seat; large swing; important seat with election-only demographics
Ladakh,Ladakh,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Lakshadweep,Lakshadweep,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Madhya Pradesh,BALAGHAT,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,BETUL,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,BHIND,True,False,True,high,high,False,True,large swing; manual note missing
Madhya Pradesh,BHOPAL,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,CHHINDWARA,True,True,True,medium,high,True,True,priority seat; flipped seat
Madhya Pradesh,DAMOH,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,DEWAS,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,DHAR,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,GUNA,True,False,True,high,high,False,True,large swing; manual note missing
Madhya Pradesh,GWALIOR,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,HOSHANGABAD,True,False,True,medium,election_only,False,True,manual note missing
Madhya Pradesh,INDORE,True,False,True,high,high,True,True,priority seat; large swing; manual note missing
Madhya Pradesh,JABALPUR,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,KHAJURAHO,True,False,True,high,high,False,True,large swing; manual note missing
Madhya Pradesh,KHANDWA,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,KHARGONE,True,False,True,medium,election_only,False,True,manual note missing
Madhya Pradesh,MANDLA,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,MANDSOUR,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,MORENA,True,False,True,high,high,False,True,close 2024 contest; manual note missing
Madhya Pradesh,RAJGARH,True,False,True,high,high,False,True,large swing; manual note missing
Madhya Pradesh,RATLAM,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,REWA,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,SAGAR,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,SATNA,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,SHAHDOL,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,SIDHI,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,TIKAMGARH,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,UJJAIN,True,False,True,high,high,False,True,manual note missing
Madhya Pradesh,VIDISHA,True,False,True,high,high,False,True,manual note missing
Maharashtra,Ahmednagar,True,False,True,low,election_only,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing; important seat with election-only demographics
Maharashtra,Akola,True,False,True,medium,election_only,False,True,close 2024 contest; large swing; manual note missing
Maharashtra,Amravati,True,False,True,medium,election_only,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing; important seat with election-only demographics
Maharashtra,Aurangabad,True,False,True,low,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Maharashtra,Baramati,True,True,True,medium,election_only,True,True,priority seat; flipped seat; large swing; important seat with election-only demographics
Maharashtra,Beed,True,False,True,low,high,True,True,priority seat; flipped seat; close 2024 contest; manual note missing
Maharashtra,Bhandara Gondiya,True,False,True,medium,election_only,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing; important seat with election-only demographics
Maharashtra,Bhiwandi,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Maharashtra,Buldhana,True,False,True,low,high,False,True,close 2024 contest; manual note missing
Maharashtra,Chandrapur,True,False,True,high,high,False,True,large swing; manual note missing
Maharashtra,Dhule,True,False,True,medium,election_only,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing; important seat with election-only demographics
Maharashtra,Dindori,True,False,True,low,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Maharashtra,Gadchiroli - Chimur,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Maharashtra,Hatkanangale,True,False,True,low,election_only,True,True,priority seat; close 2024 contest; manual note missing; important seat with election-only demographics
Maharashtra,Hingoli,True,False,True,low,high,True,True,priority seat; flipped seat; large swing; manual note missing
Maharashtra,Jalgaon,True,False,True,low,election_only,False,True,manual note missing
Maharashtra,Jalna,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Maharashtra,Kalyan,True,False,True,low,election_only,False,True,manual note missing
Maharashtra,Kolhapur,True,False,True,low,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Maharashtra,Latur,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Maharashtra,Madha,True,False,True,low,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Maharashtra,Maval,True,False,True,low,election_only,False,True,manual note missing
Maharashtra,Mumbai North,True,True,True,medium,election_only,True,True,priority seat; important seat with election-only demographics
Maharashtra,Mumbai North Central,True,False,True,medium,election_only,True,True,priority seat; flipped seat; close 2024 contest; manual note missing; important seat with election-only demographics
Maharashtra,Mumbai North East,True,False,True,low,election_only,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing; important seat with election-only demographics
Maharashtra,Mumbai North West,True,False,True,low,high,True,True,priority seat; close 2024 contest; large swing; manual note missing
Maharashtra,Mumbai South,True,True,True,medium,high,True,True,priority seat; flipped seat; large swing
Maharashtra,Mumbai South Central,True,False,True,low,high,True,True,priority seat; flipped seat; large swing; manual note missing
Maharashtra,Nagpur,True,True,True,medium,election_only,True,True,priority seat; important seat with election-only demographics
Maharashtra,Nanded,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Maharashtra,Nandurbar,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Maharashtra,Nashik,True,False,True,low,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Maharashtra,Osmanabad,True,False,True,low,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Maharashtra,Palghar,True,False,True,low,high,True,True,priority seat; flipped seat; large swing; manual note missing
Maharashtra,Parbhani,True,False,True,low,high,True,True,priority seat; flipped seat; manual note missing
Maharashtra,Pune,True,False,True,medium,election_only,False,True,large swing; manual note missing
Maharashtra,Raigad,True,False,True,low,election_only,False,True,manual note missing
Maharashtra,Ramtek,True,False,True,low,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Maharashtra,Ratnagiri- Sindhudurg,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Maharashtra,Raver,True,False,True,high,high,True,True,priority seat; large swing; manual note missing
Maharashtra,Sangli,True,False,True,low,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Maharashtra,Satara,True,False,True,low,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Maharashtra,Shirdi,True,False,True,low,election_only,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing; important seat with election-only demographics
Maharashtra,Shirur,True,False,True,low,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Maharashtra,Solapur,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Maharashtra,Thane,True,False,True,low,high,False,True,manual note missing
Maharashtra,Wardha,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
